x,y,z
0.469009,-0.894448,-4.910706
0.468221,-1.174080,-5.943686
0.803147,0.137284,-4.842421
0.762288,-3.030547,-14.129510
-0.697427,-0.655347,-4.780134
-0.532163,-0.718013,-4.791718
0.019668,0.108622,-2.205202
-0.641160,-0.676995,-4.822311
-0.733270,0.183496,-4.686505
0.018377,0.108450,-2.203063
0.020732,0.108615,-2.205156
0.131057,0.104285,-2.188395
0.212457,0.100183,-2.105960
0.130930,0.104493,-2.189382
-0.743637,0.194385,-4.749152
0.077424,0.106636,-2.207330
0.099559,0.106046,-2.052399
-0.038138,0.108398,-2.039652
0.131692,0.104313,-2.083663
-0.010097,0.108836,-2.063997
0.083728,0.102295,-1.956028
0.123729,0.107156,-2.109742
0.082078,0.104717,-2.081730
0.086194,0.105918,-2.090275
-0.247291,-0.012393,2.034185
0.047216,-0.018588,1.946939
7.696522,0.593159,-4.993003
6.729140,-0.017379,-4.569066
6.590230,-0.009545,-4.475992
6.460701,-0.003980,-4.607159
6.461081,-0.003790,-4.607500
6.487085,-0.005499,-4.544024
8.578741,-0.091734,-5.348108
-1.628229,-1.083457,3.447625
0.536205,-0.489946,1.494732
0.580754,-0.188511,1.492522
-0.192983,0.035442,0.803199
0.277490,-0.040816,1.668029
0.631052,-0.403455,1.488258
0.527171,-0.239885,1.454288
0.040159,0.048295,0.199971
-1.372238,-0.614624,2.885121
0.645639,-0.392152,1.478792
0.040015,0.045207,0.264518
0.040832,0.038796,0.457274
0.644938,-0.219251,1.458392
-1.652933,-1.098369,3.425531
0.009228,0.049010,0.193228
0.040841,0.042769,0.377247
0.040823,0.045368,0.263956
-1.792900,-0.522292,3.648063
0.650627,-0.392473,1.473116
0.615874,-0.343757,1.490086
0.430532,-0.508514,1.519036
0.647285,-0.219932,1.461645
-1.533563,-0.488906,3.048255
0.041347,0.045860,0.264321
-1.531414,-0.179671,3.104824
0.608633,-0.357187,1.481014
0.650711,-0.390642,1.471081
0.623928,-0.339916,1.471045
0.020225,0.042341,0.392197
0.040315,0.038097,0.450357
0.525066,-0.530874,1.483170
-0.024967,0.043222,0.400853
-1.933857,-1.386657,4.426264
-0.082827,0.032347,0.817743
-0.603413,0.018874,1.367625
-0.211256,0.035220,0.794793
-0.272206,0.036595,0.812198
-0.230433,0.035241,0.750234
