frame_id,x,y,z,yaw
716,2.19654,-0.0577495,0.306885,3.08015
748,2.20844,-0.049573,0.101446,3.08208
737,2.20384,-0.0516436,0.170304,3.08134
756,2.21226,-0.0493261,0.0492791,3.08023
790,2.22615,-0.0394504,-0.193178,3.08633
776,2.22105,-0.0438133,-0.0909962,3.08278
784,2.2255,-0.0414346,-0.151083,3.08265
765,2.21564,-0.0463426,-0.0132202,3.08181
799,2.22671,-0.0363902,-0.264668,3.08929
821,2.19364,-0.0286555,-0.436487,3.09271
810,2.21542,-0.0332077,-0.348416,3.08837
867,2.16583,-0.0257844,-0.486155,3.09314
888,2.09793,-0.0204115,-0.563976,3.10191
875,2.14228,-0.0244201,-0.514823,3.09803
911,2.00719,-0.0154267,-0.630353,3.11011
922,1.95392,-0.0120786,-0.655469,3.11357
929,1.92244,-0.0102268,-0.666535,3.11279
898,2.05999,-0.0174877,-0.596364,3.10904
932,1.90596,-0.00944621,-0.670797,3.11669
938,1.87416,-0.00737187,-0.679058,3.12206
981,1.63139,-9.97743e-05,-0.679234,-3.1033
942,1.85002,-0.00584209,-0.685942,3.12425
948,1.81782,-0.00492672,-0.690003,3.12441
956,1.77358,-0.00353103,-0.693312,3.13092
965,1.72245,-0.0019095,-0.692391,3.13837
969,1.70121,-0.0012284,-0.690368,-3.13504
972,1.68509,-0.000739748,-0.688384,-3.1297
978,1.64894,0.000199286,-0.682248,-3.10729
983,1.61963,0.000408915,-0.676332,-3.08425
995,1.55214,0.00129859,-0.665071,-2.95407
986,1.60234,-8.62368e-05,-0.672437,-3.05046
987,1.59857,-2.42625e-05,-0.671372,-3.05512
998,1.53611,0.000944197,-0.663065,-2.89584
994,1.56028,0.000850874,-0.666542,-3.01854
991,1.57721,0.00114735,-0.669071,-2.99518
1004,1.504,0.000675474,-0.656534,-2.54965
1006,1.49475,0.000864467,-0.655418,-2.0189
996,1.54742,0.0012638,-0.664962,-2.92424
1003,1.51136,0.000759925,-0.659577,-2.72783
999,1.53169,0.000750412,-0.66259,-2.88996
1000,1.52803,0.0008599,-0.662028,-2.91215
1069,1.04264,0.00769474,-0.590344,-0.232942
1095,0.881453,0.0112671,-0.57371,-0.220917
1075,1.00714,0.00897275,-0.585151,-0.242968
1109,0.547328,0.0193058,-0.529441,-0.256422
1099,0.620403,0.0186394,-0.537938,-0.273771
1102,0.595527,0.0187735,-0.540205,-0.271119
1083,0.954883,0.0105161,-0.582456,-0.218211
1128,0.397144,0.0205055,-0.496915,-0.170165
1120,0.460591,0.0195549,-0.518462,-0.217505
1118,0.473268,0.01976,-0.519189,-0.223434
1110,0.542552,0.0191268,-0.529929,-0.231896
1117,0.484048,0.0192498,-0.521298,-0.238347
1113,0.516421,0.0182914,-0.525375,-0.244923
1137,0.323869,0.020889,-0.464227,-0.115003
1121,0.450834,0.0201058,-0.513857,-0.223786
1129,0.390477,0.0204589,-0.494213,-0.169441
1124,0.427342,0.0192764,-0.508649,-0.187381
1134,0.352577,0.0208397,-0.477102,-0.137633
1143,0.279168,0.020526,-0.439625,-0.108092
1140,0.300599,0.0213069,-0.452637,-0.109503
1136,0.334342,0.0199397,-0.469152,-0.124568
1138,0.316659,0.0208413,-0.460859,-0.106074
1146,0.256541,0.0207427,-0.427781,-0.0990576
1144,0.273309,0.0211222,-0.437182,-0.108969
1157,0.183106,0.0194126,-0.379657,-0.0822169
1152,0.214709,0.0203145,-0.40008,-0.0869972
1149,0.235573,0.0206641,-0.414345,-0.0916953
1166,0.127526,0.0199841,-0.336611,-0.0705102
1171,0.100042,0.0194974,-0.308223,-0.0604448
1161,0.158787,0.0190349,-0.361454,-0.0668046
1185,0.0162466,0.0180686,-0.205799,-0.0503093
1197,-0.033767,0.0169246,-0.121404,-0.041076
1201,-0.0513744,0.0160899,-0.0892363,-0.0385824
1203,-0.0538936,0.0144254,-0.0760009,-0.0380199
1200,-0.0423922,0.0145996,-0.100289,-0.0373366
1207,-0.0668177,0.0135406,-0.0392962,-0.0359343
1205,-0.0607524,0.0133334,-0.0581194,-0.0392831
1204,-0.0589166,0.0137866,-0.0644087,-0.0413006
1209,-0.0726312,0.012284,-0.0290489,-0.032143
1206,-0.0631105,0.0136607,-0.0516228,-0.0380008
1208,-0.0690536,0.0128741,-0.0339608,-0.0353653
1226,-0.104365,0.0058401,0.111041,-0.0254526
1223,-0.100617,0.00733083,0.0865092,-0.0223884
1213,-0.0839055,0.0113164,0.00764402,-0.0280824
1210,-0.075177,0.0114007,-0.0168008,-0.0293627
1229,-0.106739,0.00465304,0.135445,-0.0221766
1227,-0.105227,0.00556714,0.116637,-0.0248453
1245,-0.108105,-0.00184455,0.261577,-0.0129569
1246,-0.106795,-0.00290198,0.276178,-0.00941605
1309,0.0659891,-0.0379228,0.904997,0.0073522
1248,-0.105858,-0.00317978,0.287905,-0.0112974
1250,-0.103542,-0.00465138,0.306269,-0.00908494
1252,-0.100074,-0.00562525,0.320256,-0.00687416
1323,0.132517,-0.0430221,1.01232,0.0179225
1254,-0.0976646,-0.0079314,0.336357,-0.00564601
1268,-0.0703822,-0.0170571,0.443122,0.00969541
1286,-0.0212306,-0.0217663,0.579905,0.016295
1332,0.176807,-0.0488394,1.0641,0.0175951
1336,0.200486,-0.049124,1.09149,0.0185646
1328,0.15546,-0.0458318,1.04313,0.0170029
1333,0.184077,-0.0473026,1.07349,0.016173
1334,0.187827,-0.0473846,1.07674,0.0173927
1335,0.191698,-0.0480757,1.08265,0.0217923
1343,0.240773,-0.0518926,1.13244,0.0236926
1341,0.228549,-0.05128,1.11922,0.0280261
1337,0.204321,-0.0486103,1.09448,0.0185961
1346,0.256505,-0.0537143,1.15064,0.0241252
1339,0.21526,-0.0503887,1.10451,0.0216213
1360,0.337408,-0.0584146,1.24601,0.0319574
1367,0.373373,-0.0613386,1.2855,0.0358777
1364,0.355732,-0.0602007,1.26659,0.034692
1356,0.312666,-0.0579032,1.21739,0.0292621
1344,0.243923,-0.0525179,1.13743,0.0292058
1351,0.279193,-0.0548189,1.17994,0.0317573
1359,0.332033,-0.0592871,1.24002,0.028428
1366,0.368459,-0.061791,1.28004,0.0345207
1363,0.352712,-0.0602203,1.26284,0.0320004
1370,0.393385,-0.0637831,1.30809,0.0376958
1368,0.381044,-0.0632919,1.29422,0.035196
1376,0.427916,-0.0662768,1.34498,0.0405451
1377,0.436128,-0.067779,1.35241,0.041184
1380,0.453354,-0.0686823,1.36976,0.0459957
1382,0.465132,-0.0692577,1.38369,0.0479025
1378,0.439707,-0.0672583,1.35705,0.0367543
1385,0.481751,-0.0703381,1.40117,0.0470024
1386,0.49161,-0.0708031,1.40729,0.0451573
1399,0.584815,-0.0774688,1.49047,0.0509458
1475,1.40663,-0.108567,1.75924,0.796672
1439,0.886499,-0.0932548,1.65167,0.105478
1420,0.733934,-0.0849058,1.59057,0.0703633
1430,0.814898,-0.088377,1.62764,0.0825799
1446,1.04042,-0.10007,1.71914,0.146127
1563,1.9999,-0.104639,1.20945,3.05825
1581,2.0653,-0.0799383,1.03722,3.06769
1590,2.09514,-0.0771999,0.963798,3.0642
