kf_frame_id,top_bow_frame_ids,top_hqbow_frame_ids
1123,"",""
1125,"",""
1127,"",""
1122,"",""
1126,"",""
1129,"",""
1124,"",""
1130,"",""
1128,"",""
1134,"",""
1131,"",""
1132,"",""
1135,"",""
1136,"",""
1138,"",""
1137,"",""
1141,"",""
1140,"",""
1139,"",""
1142,"",""
1144,"",""
1147,"",""
1145,"",""
1143,"",""
1146,"",""
1152,"",""
1148,"",""
1149,"",""
1153,"",""
1160,"",""
1151,"",""
1154,"",""
1157,"",""
1158,"",""
1156,"",""
1161,"",""
1162,"",""
1168,"",""
1164,"",""
1163,"",""
1170,"",""
1166,"",""
1181,"",""
1180,"",""
1175,"",""
1172,"",""
1171,"",""
1167,"",""
1174,"",""
1178,"",""
1176,"",""
1188,"",""
1192,"",""
1177,"",""
1184,"",""
1182,"",""
1191,"",""
1186,"",""
1185,"",""
1194,"",""
1195,"",""
1189,"",""
1196,"",""
1201,"",""
1203,"",""
1199,"",""
1204,"",""
1209,"",""
1218,"",""
1206,"",""
1210,"",""
1207,"",""
1213,"",""
1220,"",""
1215,"",""
1217,"",""
1224,"",""
1221,"",""
1223,"",""
1230,"",""
1228,"",""
1236,"",""
1243,"",""
1241,"",""
1234,"",""
1233,"",""
1244,"",""
1239,"",""
1248,"",""
1252,"",""
1255,"",""
1260,"","1475"
1246,"",""
1257,"",""
1250,"",""
1259,"","1084,1086"
1261,"",""
1265,"",""
1268,"",""
1266,"",""
1269,"",""
1263,"",""
1272,"",""
1275,"",""
1273,"",""
1270,"",""
1276,"",""
1279,"",""
1277,"",""
1278,"",""
1285,"",""
1283,"",""
1281,"",""
1286,"",""
1299,"",""
1295,"",""
1291,"",""
1305,"",""
1303,"",""
1298,"",""
1301,"",""
1304,"",""
1320,"",""
1315,"",""
1316,"",""
1318,"",""
1313,"",""
1326,"",""
1330,"",""
1328,"",""
1323,"",""
1325,"",""
1336,"",""
1332,"","733,734"
1339,"","734,735,733,740"
1334,"","735,734"
1379,"",""
1357,"990,982,977,1984,2037,945,2087,722","1277,1278,1285"
1402,"",""
1397,"",""
1400,"",""
1403,"",""
1405,"",""
1404,"",""
1406,"",""
1412,"",""
1407,"",""
1408,"",""
1409,"",""
1410,"",""
1411,"",""
1414,"",""
1413,"",""
1415,"",""
1422,"",""
1416,"",""
1418,"",""
1421,"",""
1417,"",""
1428,"",""
1423,"",""
1419,"",""
1424,"",""
1420,"",""
1426,"",""
1425,"",""
1430,"",""
1429,"",""
1427,"",""
1435,"",""
1433,"",""
1431,"",""
1432,"",""
1436,"",""
1446,"",""
1434,"",""
1441,"",""
1438,"",""
1442,"",""
1445,"",""
1440,"",""
1439,"",""
1447,"",""
1452,"",""
1450,"",""
1449,"",""
1448,"",""
1458,"",""
1453,"",""
1456,"",""
1454,"",""
1455,"",""
1459,"",""
1460,"",""
1461,"",""
1457,"",""
1465,"",""
1467,"",""
1462,"",""
1463,"",""
1469,"",""
1471,"",""
1470,"",""
1473,"",""
1472,"",""
1468,"",""
1479,"",""
1477,"",""
1475,"",""
1474,"",""
1487,"",""
1481,"",""
1480,"",""
1496,"",""
1485,"",""
1482,"",""
1501,"",""
1499,"",""
1504,"",""
1506,"",""
1503,"",""
1548,"1598,1496,1669,1619","1598,1619,1636,1474,1480,1479,1485"
1525,"1598,1456","1583"
1619,"1566,1679,1669,1690,1700,1684","1669,1566,1548,1679,1689,1690"
1598,"1548,1669,1690,1698,1689,1653","1548,1653,1684,1669,1690,1689"
1653,"1598,1707,1583","1598,1583"
1669,"",""
1566,"1619,1636,1653,1704,1496,1696","1619,1636,1653,1669,1689,1690"
1583,"1636,1653,1669,1700,1525,1707","1636,1653,1525,1669,1684,1690"
1679,"",""
1636,"1583,1707,1696,1703,1698","1689,1690,1566,1583"
1684,"",""
1689,"","1636"
1690,"","1636"
1703,"",""
1698,"",""
1696,"",""
1700,"",""
1725,"",""
1707,"",""
1704,"",""
1708,"",""
1728,"",""
1712,"",""
1729,"",""
1739,"",""
1749,"",""
1750,"",""
1746,"",""
1745,"",""
1744,"",""
1751,"",""
1754,"",""
1753,"",""
1755,"",""
1761,"",""
1757,"",""
1764,"1707",""
1775,"1698",""
1773,"",""
1783,"1700",""
1785,"",""
1784,"1712",""
1798,"",""
1791,"",""
1790,"",""
1794,"",""
1793,"",""
1799,"",""
1796,"1745",""
1810,"",""
1807,"424",""
1805,"",""
1830,"507",""
1822,"1407",""
1813,"",""
1819,"101",""
1815,"1503,1745",""
1837,"1703,1434,2326",""
1843,"1161,1397,1030,2089,1920",""
1849,"1160,1598,1619,1006",""
1854,"1436,1790,37",""
1920,"405,2220,1255,1843,1094,1281,172,1275","1866,1810,1813,1815,1971,1979,1281"
1883,"1096,1790,1195,930,418,1144","1830,1819,1822,1815"
1866,"1117,1101,1404,1566","1920,1810,1815"
1963,"",""
1971,"",""
1982,"",""
1948,"2019,2001,1999",""
1989,"",""
1977,"",""
1981,"",""
1979,"",""
1987,"",""
1983,"",""
1984,"2039",""
1992,"",""
2001,"",""
2014,"",""
1999,"",""
1985,"",""
2039,"",""
2041,"",""
2037,"",""
2044,"",""
2025,"",""
2019,"",""
2035,"",""
2047,"",""
2048,"",""
2051,"",""
2050,"",""
2054,"",""
2059,"",""
2061,"",""
2056,"",""
2052,"",""
2066,"",""
2063,"",""
2082,"",""
2078,"",""
2072,"",""
2084,"",""
2087,"",""
2092,"",""
2089,"",""
2091,"",""
2088,"",""
2093,"",""
2097,"",""
2090,"",""
2102,"",""
2119,"",""
2125,"",""
2121,"",""
2129,"",""
2132,"",""
2143,"2091",""
2145,"",""
2147,"",""
2142,"2091,2092,2090",""
2138,"",""
2151,"2093,12",""
2149,"2090",""
2153,"2093,2102",""
2157,"12","2066"
2155,"2092,2090",""
2215,"73",""
2217,"",""
2216,"",""
2158,"0",""
2220,"93",""
2219,"",""
2229,"",""
2222,"",""
2221,"",""
2223,"",""
2260,"140,106,105,73,75,150,70","130,140,150,172,161"
2225,"",""
2226,"",""
2232,"",""
2242,"85,105","130"
2234,"",""
2281,"195,172,161,184,140","195,184,172,207"
2272,"195,150,172,216,221","195,172,184,150,130"
2300,"195,216,184,236","207,216,221"
2306,"216,221,195,236","216,207,221"
2317,"227,221","221,227"
2291,"221,216,184","207,216,195"
2314,"227,216,221,231","221,216,227"
2311,"216,221","216,221,227"
2326,"240,236,242","245,236"
2324,"255,227,236","236,245"
2320,"227,221,231,236",""
2322,"240,236,227","231"
2331,"255,242,240,245","245,255,261,242"
2329,"255,240,245,261","245,255,242,261"
2328,"240,245,236,249","245,236,240"
2333,"255,245,261,242","255,245,261,249,242"
2335,"249,242,261,255,245","261,255,267,249,245,307"
